gbifID;identifier;license
1883503488;https://static.inaturalist.org/photos/21181620/original.jpg?1531339742;http://creativecommons.org/licenses/by-nc/4.0/
1883480960;https://static.inaturalist.org/photos/21029177/original.jpg?1531090913;http://creativecommons.org/licenses/by-nc/4.0/
1883480946;https://static.inaturalist.org/photos/21029355/original.jpg?1531091020;http://creativecommons.org/licenses/by-nc/4.0/
1883480885;https://static.inaturalist.org/photos/21029169/original.jpg?1531090910;http://creativecommons.org/licenses/by-nc/4.0/
1883457928;https://static.inaturalist.org/photos/15574404/original.jpg?1523933049;http://creativecommons.org/licenses/by-nc-sa/4.0/
1883457761;https://static.inaturalist.org/photos/15391344/original.jpg?1523766617;http://creativecommons.org/licenses/by-nc-sa/4.0/
1883457210;https://static.inaturalist.org/photos/14762282/original.jpg?1522755040;http://creativecommons.org/licenses/by-nc-sa/4.0/
1883457210;https://static.inaturalist.org/photos/14762284/original.jpg?1522755052;http://creativecommons.org/licenses/by-nc-sa/4.0/
1883457176;https://static.inaturalist.org/photos/14741673/original.jpg?1522703636;http://creativecommons.org/licenses/by-nc-sa/4.0/
1880655307;https://static.inaturalist.org/photos/20927047/original.jpeg?1530943076;http://creativecommons.org/licenses/by-nc/4.0/
1880655146;https://static.inaturalist.org/photos/20927281/original.jpeg?1530943573;http://creativecommons.org/licenses/by-nc/4.0/
1880655146;https://static.inaturalist.org/photos/20927283/original.jpeg?1530943575;http://creativecommons.org/licenses/by-nc/4.0/
1880619147;https://static.inaturalist.org/photos/20663774/original.jpeg?1530525716;http://creativecommons.org/licenses/by-nc/4.0/
1880619093;https://static.inaturalist.org/photos/20657039/original.jpeg?1530505760;http://creativecommons.org/licenses/by-nc/4.0/
1880619086;https://static.inaturalist.org/photos/20657414/original.jpeg?1530506143;http://creativecommons.org/licenses/by-nc/4.0/
1880619086;https://static.inaturalist.org/photos/20657416/original.jpeg?1530506155;http://creativecommons.org/licenses/by-nc/4.0/
1880619086;https://static.inaturalist.org/photos/20657421/original.jpeg?1530506167;http://creativecommons.org/licenses/by-nc/4.0/
1880619085;https://static.inaturalist.org/photos/20663762/original.jpeg?1530525678;http://creativecommons.org/licenses/by-nc/4.0/
1880619077;https://static.inaturalist.org/photos/20663773/original.jpeg?1530525709;http://creativecommons.org/licenses/by-nc/4.0/
1880619045;https://static.inaturalist.org/photos/20657349/original.jpeg?1530506050;http://creativecommons.org/licenses/by-nc/4.0/
